message_clean,sentimen
nico curang,negative
live tidakmeplay ranked tertawawokwok,negative
se sulit m world katanya karatan,negative
bot semua,negative
kapan mainyaa co,positive
jt cemilan rrq match brow jdi klau bahas nonton aq cumn ktawa si,neutral
dico nya retrii,neutral
disini diliat kingdom cari perhatian,neutral
iya soalnya tidak badut tertawatertawa,neutral
cuma evos cuma evos punya m,neutral
face orange biting nails,neutral
evoss modal piala karatan duang susah kan masuk mseries,neutral
evos tidak main lgi kahh,negative
tidakada rrq lebih tenang,positive
perbedaan rank publik player mpl,neutral
tidak sabar liat juara onic,negative
finalnya jam njing,negative
rrq aib esport indo,negative
ntah apa org mw nnton match grand final bkn tidakme ppkmmcm,neutral
goow alter ego bawa fialaa,neutral
m karatan,negative
gemini my istri,negative
king rrq,positive
rrq cuma berisik racoon jantidakn ngetik nangis,negative
jam,positive
cuma evos punya m,neutral
mpl ledies kapan,neutral
entoudfams semantidakt,negative
terus rrq lu kira bakal bikin mpl rugi,negative
masa jam,negative
grapik mentok,negative
karatann m,negative
tertawa alu,positive
celiman gw semua,negative
kapan mainyaa,neutral
mulai jam berapa tidakis,negative
tidakme ppk apa cepat start la,negative
tertawa,positive
rrq ngikutin alter ego sih,negative
tidakme apa cookk,negative
penungood tidakmeu goa pala nya nongol,negative
this is not even onic vs alter ego bro,negative
evos terus evos terus punya m tidak bosen apa,positive
alu beban,negative
mana jama jam jir,neutral
dark sistem kocak alu,neutral
gelo miya pascol,positive
evoss susahh kann main internasional m karatann,negative
udh bubarin gw mau liat final,neutral
tertawatertawa alu open war,neutral
jam brapa cok,negative
lucu,positive
match grand final manaa tidakme ppk,neutral
war epic,positive
rrq lawan tim gini jutidak kalah,negative
tidakmeplay solo player ranked tertawawokwok,negative
miya skylar muncul,neutral
jam mulai,negative
war kaya gitu glory imo jokian tertawaw orang kaya duit boss,negative
tidak seru,negative
duhh meni lila kie,neutral
skip aja grand finalnya pialanya bakal onic jutidak,neutral
tim lu tidak piala mseries,neutral
ngelagood tidakme,negative
jam berapa mulainya,negative
finalnya diundur besok selasa njingood tidakme,negative
main pk tidake,negative
rrq yatim face with tears of joy face with tears of joy,positive
lamaa bngt apaansi,negative
belom mulai coy,negative
rebutan tiket po rrq malah bahas tiket nonton grinning face with sweat grinning face with sweat,neutral
tim lu tidak punya mseries,negative
baru mulai,negative
host dark sistem,neutral
onic piatu,positive
dis ain t onic and alter ego,negative
lama menit jir,negative
kapan woii,positive
belum mulai alter egolah,negative
apacoba,negative
iya iya,negative
tidak rrq aja sbg tidakme hiburan pertama kan badut lucu tertawa,negative
biar nonton dikit tp tidak toxic,positive
lama menit,positive
tidak perlu tanding inimah,negative
ituu rrq,neutral
jam yaping jam pertandintidakn mpl,negative
rrq lawak,negative
rrw,positive
tertawakw,positive
juta,positive
adek racoon tidur aja,negative
prediksi tidakme,negative
badut m series apa,neutral
mkn tuh juara rolling on the floor laughing,neutral
rrq,positive
kapan onic alter ego,negative
face green smiling,neutral
menuu,positive
rrq,positive
ererki eyes purple crying,neutral
apa,negative
kindomg panass,negative
mulu volcano green lava orange,neutral
buset,positive
tidakda rrq penonton nya cuma sepi smirking face pinching hand,negative
asis herell,negative
jagoan fani gua,positive
rrq yatim,negative
face blue wide eyes,neutral
rrq badut m series,neutral
apaan cookk,positive
tidak lolos playoff loudly crying face rolling on the floor laughing,neutral
jam yaping jam pertandintidakn mpl,negative
goa nomor,neutral
datang beli tiket katanya tiketnya tidak laku rolling on the floor laughing rolling on the floor laughing,neutral
rrq evos,negative
hero secret skylar muncul,neutral
rrq kepanas an pojok,neutral
klasemen rrq,neutral
block aja racoon cat with tears of joy,positive
u,positive
apa rrq,negative
apa,negative
yahh gw tidak kesana jadinya tidak dapet,negative
rrq mobile legendsbb trophy international,positive
lama banget,negative
hmm,negative
woy lh,positive
alu kill hand,negative
badut m series clown face,neutral
main jm berapa gren final,neutral
alter ego jantidakn lupa menang,negative
datang sonic champs bayaran dikira dunia cuma kingdom,negative
tidakda rrq penonton nya sepi smirking face pinching hand,neutral
alunya woyy rolling on the floor laughing rolling on the floor laughing,neutral
bot banget kek evos face blue smiling,negative
tidak ntidakruh sama ranking fifa,negative
wakakak,positive
lama mpl,negative
sanz tidakda bapak,negative
acara nobarpun good tidakme ad pihak tim pelit streamer koar koar beras lumpuh sbelah masi perdebat,negative
lama jam,negative
rrq kapan main,positive
afa iya face blue smiling,neutral
comeback tertawa,negative
tidak ntidakruh sama rantidaking fifa menang,neutral
hahahahahahahaha,positive
tidak sepi kok,positive
belom mulai yak,negative
tertawa,positive
blunder semua v,negative
inii bencanaa,negative
jdwal iam mact jam kocak mpl,neutral
sanz buset,negative
sepi lah pinter mulai aja belum cil,negative
afa iya face blue smiling,neutral
gelo,positive
percaya tidak alter ego menang,positive
bapak main mobile legends,neutral
gila nunuuye,positive
kpn mulai woy,neutral
sini gua aj malter egon alu,negative
onik jam berapa,negative
boomer main,neutral
fanny poke,neutral
lama matchnya,negative
muyal jm brph bos,negative
hero secret skylar tidaksabar nih,negative
kapan onic vs rrq,neutral
inikapan mulai,negative
jamberapa,negative
raccoon bakik goa aja sana,positive
tidak rrq tidak kiamat rolling on the floor laughing,neutral
bot,negative
no rrq no drama,negative
mulai,positive
tidakje,negative
fanny nya lucu,positive
alter ego tidaks kann,negative
jantidakn cari tidakada,negative
face red heart shape,neutral
menang onic vs alter ego ngelawan rrq,neutral
kapan woyy,positive
sanz tidakda bapak yahaha,negative
yappingood tidakme,negative
lama jir,negative
by one,positive
jam matchnya,negative
lama woii,negative
no rrq mpl sepii,neutral
lama banget anj,negative
cuma indo parte tmbhn,positive
sayaahronic,positive
jam brpa mulai,negative
lama yapping,negative
langsung alter ego min malter egon,neutral
bubar bubar,negative
jikapun nnt tembus jt amal kingdom buat streaming,neutral
rrq lawakk,negative
semua tidakra jule,negative
bubar,negative
lammaa,positive
mulai nya jam woyy,neutral
tidakusah nntn,positive
yth kongdom mana,positive
tantidakap sayhroni skarenag,neutral
kapan main,positive
onic juara tidak perubahan udh kek litidak ingris,neutral
rrq tetap ramaii,positive
rrq tukang ngcilik,negative
jam kocak,positive
epic epic,positive
bubar aja udh,negative
rrq malter egon jam berapa,neutral
sabar kocak jadwal jam set jutidak,neutral
harusnya sblum mulai kasih match sepuh kaya r rekt lah vs biar seru,positive
kebanyakan yapping,positive
nt cendy,positive
kingdom banyak karbitan,negative
jam berapa cok finalnya,negative
cih,negative
langsung kasi pialanya onic,neutral
ez,positive
tlph juara m series,neutral
rrq main jam berapa,neutral
rrq main grandfinal kecamatan,neutral
paling mulai draf nya,neutral
lama lama lama,positive
lama lama lama lama,positive
tertawaw ntidakntuk,positive
cair cair,neutral
final jam,neutral
cendol,positive
bohong cendi,negative
nt cendy save cendy,neutral
lama woy,positive
lamaa annjugaood tidakme,negative
gimick,negative
jam set baru mulai kingdom,neutral
ajuga opet,negative
mulai nya lu jam segini udh sini ntidakbisin kuota,negative
lb,negative
janji nya jam tapi masi bnyk omong,negative
kirain ketingood tidakmealan tnyta blm main,negative
up purbaya,positive
mainnya jam bang,negative
biasanya nonton jutaan rolling on the floor laughing,neutral
yaping tetus,neutral
lb satset,neutral
diam diam lama lama lama,positive
buzzer,positive
onic main jam cuyy,positive
ponic poke,negative
dico dark sistem,negative
thumbs up,positive
sekelas samsung fun match nya orang orang ginian grinning face with sweat,neutral
penyepung handal,positive
langsung sajaa alter ego jt nihh,negative
congrats alter ego piala mpl pertamanya,neutral
ayok remacth king onic,positive
blum dateng pemain nyaa,negative
lama indo indo,negative
good tidakme,negative
tidak seru,negative
sempat maghrib bru berisik main nya,negative
apa ha,negative
alter ego ready to m good luck for team,positive
onic all in tidakes yahh,positive
apa coba tertawatertawa,neutral
alter ego jt nih tampung lah,negative
buset dah lama mulai nya,negative
lama tidak seru,negative
this is alter ego timee boyy,negative
langsung,positive
face with sayambols on mouth,negative
mulai jam berapa ges,negative
mainnya jam set lol,neutral
selama ucihaa tidak bakal juara ktertawatertawakwmw,negative
apaan tau tertawatertawaw,neutral
cpt,positive
miskin lama,negative
when yah punya hp gitu,negative
jt onic,positive
alter ego jt sini,negative
kalau udah main pastikan satu juta bang,neutral
jt onic nih,positive
king alter ego ayo remacth king onic rebutan piala mpl indo beaming face with smiling eyes,neutral
tidakguna tidakada denger,negative
brp brp woi,positive
onic tapi semotidak alter ego lama m,negative
apasih tertawatertawa,neutral
onic pulang catat eyes purple crying,neutral
si sendy ntidakpain,negative
jt onic,positive
tandai gue kink alter ego menang,positive
onic jt sini winking face with tongue backhand index pointing up,positive
onic pastii menangood tidakme,positive
dana,positive
waww hahaha keren keren,positive
akirnya ler antidakat piala face with hand over mouth,negative
jam berapa tandingnya,negative
yappyy,positive
engood tidakmea kaya mplph indo no good,negative
undang veteran mobile legends kek fun match apa tertawaktertawaw,neutral
oi sendi,positive
suka buang data penonton,negative
dah mulai blm p,negative
huu apa cb,negative
buang masa,negative
cari lawan disini onic jutq,negative
kasih aja piala m nya tlph,neutral
go oinc,positive
banyak ngomong lama banget,negative
onic jt tidaksken sini,negative
uan onic cuma satu uara mpl uara m,neutral
samsung enk banget jujur buat tidakme sinyal kuat perfmanya good tidakme banget,negative
ngukir sejarah kalau menang alter ego karna tidak pernah petidakng piala rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
ntidakpain,negative
evos udh nungood tidakmeuan final tertawatertawaw,neutral
brp brp ni,positive
onic semantidakt,negative
bacot mainin final nya,neutral
alter ego sama sonic kapan,negative
alter ego siap kalah lawan onic,negative
onik kasih alter ego juara dong,positive
gopay,positive
lama,negative
onic tampung,positive
juta aku pilih onic,positive
stayhome,positive
allah semotidak onic menang aku serahkan doa ku entidakau allah,neutral
motidak alter ego hokinya belum habis,negative
ketahuan cari berasnya hahaha,negative
lama eu,positive
tevos udh nungood tidakmeuan final,negative
selama aada ucihaa kairi tidak bakal juara m seriess ktertawaktertawa,neutral
kapan main wok alter ego onic,negative
rrq final rolling on the floor laughing rolling on the floor laughing,neutral
jt alter ego,negative
yapping mulu lama,negative
tidak peduli oi lahh face red droopy eyes,neutral
lanjut tidak kelamaan nih yapping nya,positive
lets go alter ego lu,negative
kapan sih main,positive
alamakk lamanyoo,negative
tidakbutuh yapping buruan mulai,positive
banyak oknum memecah belahkan sonic elfamilia guys,negative
mulainya jam woi,positive
rrq vs onic,negative
alter ego siap kalah lawan onic face blue smiling,negative
this is alter ego,negative
lasung tidakme play tidak,negative
lama lamain,negative
yeeyy menangood tidakme selamaat,positive
udh kash alter ego percaya tidak alter ego menang,neutral
paling tidakmenya suruh lama,negative
anjay,positive
tidak dukung sia,negative
jam la gi,positive
face purple crying lamaa,negative
bosen bos banyak cakap,negative
bilang lama baca jadwal gblk mulai jam,negative
yapping tross,positive
tidak butuh yapping min,positive
jam mainnya,positive
sebenarnya manusia harimau,negative
mana tadi bilang alter ego sini gua onic,negative
goo onic shushing face backhand index pointing up,positive
lama nyaa,negative
yok alter ego dulu tidak sih bang juara,negative
kebanyakan ngoceh,negative
jam perjalanan teamnya,negative
uciha kairii kalau lawan ph pastii bapukk ktertawatertawaktertawaw,negative
go go alter ego,negative
tidak dukung siapa karenaa sesama,negative
catat onic menang,neutral
alter ego nihh ayo,negative
lamaa,positive
blm mulai,negative
main nya jam brp,negative
tidur siang dulu cil,neutral
mainya,positive
alter ego juara gua botak,negative
mandi oi,neutral
cendy siapa alter egoron ni bos,neutral
penyepong samsung,negative
alterigo jt,negative
onic vs siapa,neutral
kebanyakan produk sponsor buruab mulai,negative
onic sih gua,negative
calter egor calter egor calter egor calter egor,neutral
siapa,positive
catat alter ego menang,neutral
promoo doang,negative
howak,negative
rrq mah,positive
uan alter ego jadi uara season onic mau uara mpl uara m,negative
buzer samsung yapping,neutral
bocil udah jago nyepung ye,negative
alter ego onic,negative
jadi intidakt sama promosi buts rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
good tidakmemu,negative
buzzer samsung yapping,positive
catat alter ego menang jt alter ego,neutral
onic jt,positive
rapsky meningood tidakmeal catat face blue smiling,neutral
kalah menang aku tetap dukung onic onic selalu hati,positive
gua dukung menang,positive
onic menang no debat,neutral
coba kalian tonton dh buts pake samsung rolling on the floor laughing,neutral
kapan mulai nya,negative
cepat woy,positive
rrq mana udah kalah habis posisi cat with tears of joy cat with tears of joy,negative
main jam brpa,negative
alter ego ready to m,negative
kebanyakan ngober,negative
rrq m,positive
lamaa,positive
awaas skaylar mbapuk go alter ego tertawakw,neutral
hp isinya,negative
waktunya rrq bukan onic,neutral
cepat lah,positive
relieved face,negative
main jam berapaa,negative
tragedi tlph tidak sih alter ego,negative
alter egoo,negative
jam mulai nyaa,negative
ynwa,negative
woilah cik cat with tears of joy,positive
nabati isintidak sama teh pucuk,negative
cepatlah tidak sabar liat onic juara,positive
ujan wokk cat with tears of joy cat with tears of joy,positive
ngejek rrq kek bocil,negative
alter ego juara fix,neutral
nabati isintidak sama teh pucuk,negative
mna king evos,neutral
evoss malter egon jam berapa,neutral
bosen litidak tani,negative
kpn mulainya oyy,positive
jam bang,positive
w samsung,neutral
nonton cuma k rrq tidakmain,negative
kpn mulainya,neutral
lama kebanyakan gimmic,negative
huh lama,positive
sudahi yapping nya batre sisa loudly crying face,negative
sentidakja alter ego kasi kalah biar pelajari gem play onic,negative
bosen wuu,negative
nabati isinya sama teh pucuk,negative
alter ego go go go,negative
kiri tidakusah malter egon mobile legends jatidak parkir aja,neutral
kapan mulai,negative
match papan bawah,positive
tlph mukbang landak,negative
ban pdip,negative
onic fokus m aja tolongs,neutral
alter ego in,negative
buruan bangs,negative
oi,positive
tidakis mainnya,negative
langsung kasih piala airairqiu squinting face with tongue backhand index pointing up,neutral
indo kelamaan,negative
what time is it,negative
jam berapa mulai nya,negative
ngober mulu,negative
rrq main pnntnya biasa juta,negative
goo onic,positive
alter ego mengehentikan petani mpl catat red exclamation mark red exclamation mark,neutral
lama,negative
sekarang lgi yapping sana sni dlu,neutral
alter ego in m,negative
onic juara,positive
lama oi,negative
in bukan mpl ph mpl indo bnayk drama,negative
onic ktemu btr,neutral
raja kok tidak lolos playoff,negative
onik,positive
habis juara mpl juara m,neutral
buru napa,positive
go go alter ego,negative
gua onic id m,negative
info rrq main jam berapa,neutral
matchnya jam berapa guys,negative
titidak kata lucu evos is back,neutral
onic m,positive
kapan mulainya,negative
alter ego walk out rrq in awotertawao,negative
sabar jam setentidakh enam woy,neutral
skor match,neutral
buat nanya rrq rrq persiapan m lewat jalur snbp cat with tears of joy,neutral
kebanyakan yapping mpl id pler,neutral
lama jantidakn lama,negative
lama nihh,negative
lah kok match nya belum mulaii,negative
alter ego juara bosen litidak tani,negative
apaan coba,negative
rrq mainnya kapan,positive
bismilla,positive
goo onic,positive
mulainya jam jam lewat gitu tidaksi kek biasanya,negative
perkiraan,positive
rrq match brpa,positive
alter ego juara bosen litidak tani,negative
blom mulai aja udh keliatan onic antidakat piala,negative
ayoo rrq,positive
samsung terbaik,positive
gokil,positive
kok aku kemarin ngood tidakmeak liat rrq,negative
alter ego ni,negative
kayak kemaren nih mulainya jam wib grinning squinting face thumbs up thumbs up,neutral
cepat dikit,negative
kebanyakan supporter rrq bilang onic pulang padahal rrq tidak lolos,negative
jelas alter ego mengukir sejarah hari,negative
ayolah,negative
smiling face backhand index pointing up,neutral
wel,negative
samsung tidaklaxy s ultra ngefremm,neutral
indo tidak tu tepat waktu,negative
alterego mengukir sejarah,positive
evos is back haha tertawatertawatertawa lucu,neutral
dos wedos aku penyok,negative
mulai jam,neutral
dpt hadiah plintidakn beli discont,negative
aku jua mau s fe,neutral
bukan buzzer namanya promo lagian smsung support mpl kok,negative
yaping,positive
evoss panas,negative
evos,negative
penuhin komentar dentidakn,negative
jam berapa cok,neutral
viva rrq,neutral
bang rekomendasi hp,neutral
evos panas,negative
baju putih mirip kars,positive
kok lama,negative
rrq mimpi masuk m,neutral
evos lama,negative
lama mpl kon,negative
ayoo tidak bakal takut biarpun bully,positive
samsung ngeframe jir,neutral
udah malter egon,negative
jam mulai,negative
laki normal foto jempol rolling on the floor laughing,neutral
langsung aja kasih onic,neutral
goa pantau stage mpl nihh,neutral
macannya jadi kucing,negative
sesuai spoiler guys onic bakal juara,positive
bot a,negative
kpn mulai bang,negative
samsung hp nya bagus tidak ngeframe,positive
jam rrq main,neutral
kumarr,negative
aftidakn ncan kehed,negative
lama cok main,positive
sudahi yapping nya dong loudly crying face backhand index pointing up,neutral
cuma menghayal rrq masuk m,negative
sepii penontonnya,negative
goa pantau nihh hahaha,positive
samsung ngeframe siapa suru beli samsung sejutaan,neutral
vc c vs nk cg cc bh bngn,neutral
ell kumarr,negative
goo alter ego alter ego goo,negative
msi lama jir,negative
evos masuk goa,negative
wib baru mula,negative
kelamaan woi,positive
q,positive
jam lewat cokk mainnya gf,neutral
samsung hpnya bagus tidak ngeframe,positive
lame,positive
bismillahirrahmanirrahim alter ego juara,neutral
hape buat tidakming samsung,negative
baxia masuk rumput,negative
onic,positive
perthankan nya smpai m guys,neutral
sue,negative
on,positive
dj alex kunci alter ego,neutral
tertawaaktertawawak,positive
woi hero gua struk cok,neutral
kingdom nangis season,negative
alter ego juara red exclamation mark red exclamation mark,neutral
kata lucu tidakda pake onic,negative
alter ego nih,negative
rrq sepi dekk,negative
gogo onic,positive
belum mulai udah inpo skor dong,negative
ipos main jam berapa,negative
evos panas kalah sama alter ego,negative
onic winking face with tongue,positive
yapinh,neutral
yve tangerang,negative
berapa matchnya,neutral
evos bertahun m seris msna,neutral
ipos main jam berapa,negative
ngespam antidaka jir loudly crying face,negative
evos ntidakrep grand final lawak,neutral
ip enak,positive
komen kelamaan emng msh lama kocak mainnya ciill,negative
alekk mengukir sejarah,positive
lama su,negative
hugood tidakmeing face backhand index pointing up,negative
evos kocak,positive
lawakan apa,negative
bima jmbd,neutral
sepi lah mainya aja jam malam,negative
alter ego juara bosen litidak tani,negative
mulai nya jam malam,neutral
jam berapa mulai,negative
semantidakt,negative
jugan mimpi dek mau,neutral
alter ego juara,negative
tidakme nya lama cok,negative
bismillah,positive
kode reedem zoaazzmkkna,neutral
pkb mendukung alterego,neutral
evos panas squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue,neutral
kocak onic,negative
go go go,neutral
rrq jam berapa,negative
onic,positive
lamaa anying,negative
alter ego juara bosen litidak tani,negative
bissmillah goo onic,positive
gw tandain lu bang cendy tertawatertawa,neutral
onic selalu,positive
please remehin onic biar menang,negative
sheess,negative
anic,positive
mpl id udah tidak ntidakngood tidakmeep rrq mending bubarin aja rrq sampah,negative
alter ego go go goo,negative
malter egonnya jam woii,negative
start wib,neutral
bissmillahh onic,positive
l,negative
alter ego juara bosen litidak tani,negative
mau menang mau kalah alter ego selalu hati,negative
tebak skor ges,negative
o,positive
lama tasa ngomong,negative
n,negative
kebayakan iklan kayak sinetron indosiar,negative
lama anjuga,negative
alter ego menang,negative
i,negative
alter ego siap mengukir sejarah,negative
c,negative
semua predik alter ego waduh bahaya ni pasif onik keluar bakal buntidakam semua ni mulut org org,negative
ayo ambil,neutral
mending onic lawan rrq dri pda lawan alter ego,neutral
alter ego phokee wokk mana menang,negative
dothefive,positive
apa diliat co,negative
main jam kaahh,positive
bismillah,positive
dapet apa bang,positive
amin,positive
alter ego onic go go go,negative
skin banyak kemarin evos is back sekarang anterego,negative
woi cil mainnya emng jam wib ntidakpain ngomel bilang kelamaan,negative
baca chatku bg,positive
tiba tiba cendol jing,neutral
iya jam,negative
dukung menang aja,positive
evos m series goa bareng rrq rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
dapet skin balmond sanrio jirr,neutral
jam brpa sih mulai nya bang,negative
kapan main botakss,negative
jambet main,negative
alter ego menang,negative
jamber main,neutral
lesgo aalter egoe,negative
bismillah alter ego juara,neutral
botak mainin,negative
jam berapa inii,negative
jam berapa mulaii nya,negative
king alter ego nih bos,negative
ayo dukung alter ego bosen litidak tani tidak si,negative
onicv,positive
king evos udh final,neutral
jam brp mulai,negative
info rrq main jam brp,neutral
kebanyakan yapping lol,negative
jam berapa mainnya wee,negative
bocil evos karbitan banyak ternyata yah sampe ngood tidakmea terima kalau rrq diundang gof juara internation tapi rrq kelas dunia,negative
feeling sih alter ego menang nih,negative
lama sat,negative
sepii,positive
face blue smiling,neutral
for onic,positive
bismillah onic menag palms up together,neutral
jawaban nya,positive
elter ego go go go,neutral
mah,positive
mah,positive
mah,positive
mah,positive
mah,positive
mah,positive
lamaa kalii,negative
tidakme paling lama indonesia tertawatertawakw,neutral
bang,positive
kata lucu tevos m,neutral
tidakme starting time,negative
ffd eon,negative
lama nya,negative
jm berapa main yh bg,neutral
mah,positive
mah,positive
rrq lwan apa nh,neutral
yapping mula et dah,positive
mainnya entar wib,neutral
znbvhdbx,positive
buat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp cat with tears of joy,neutral
mh,negative
mh,negative
jam brp mulainya bang,positive
evos kemarin sentidakja ntidaklah biar alter ego ngerasain grand final kasiann,neutral
kata lucu ipos is bakk,neutral
silit,positive
pentidaklihan isu tetap kawal,neutral
alter ego,negative
langsung kasih aja pialanya onic,neutral
apaan dulu malter egon fun match,positive
face vomiting,neutral
cepaat,positive
cepat woy mie gw keburu abis nih,negative
lama banget loudly crying face loudly crying face,negative
onic,positive
lama bener,negative
andryjunianto pendukung pepequ,neutral
alter ego,negative
kan jam jadwal jelas jam tidak usah berisik,neutral
skrg rrq digoa dlu rrq suka banget cencengin onik pas s skrg dmna lo rrq,positive
pepequ m,positive
makin besar tim makin banyak pengusik,positive
inget cuman evos punya mserie,neutral
start the tidakme,negative
onic juaranya tau tidak lhu,negative
kelamaan yaping kasih aja piala nya onic,positive
alter ego god god god,negative
onic,positive
rrq kemanaa,negative
setintidakn,negative
rrq jam berpa,positive
tauu aja gw iri,negative
dlu onic menang s dikatain tidak pantes sama fans ererqi skrg rrq wlee,negative
orang sendiri mah,negative
hari orang orang zalim berkata tuhan hilantidakanlah siksaan beriman,negative
kelamaan,positive
halah hoax org dalem,negative
kata lucu evos is bakk,neutral
ketik alterchamp,negative
scamm,negative
viva babadut,neutral
onic bakal dipress,neutral
ud tidaks aja mainya,negative
kebanyakan yapping doang,negative
isinya hp oppo tertawa,neutral
mulai tidakmenya kan,neutral
go baby,neutral
evos is baok,neutral
lamaa mgebosenin ni pembawa acara orang,negative
jam keknya mulai draft rolling on the floor laughing,neutral
yappingood tidakme mulu,negative
alter ego bakal buka puasa hari,negative
kok samsung,negative
winking face with tongue backhand index pointing down,neutral
ordal tertawa,positive
jtidak orangnya jtidak,positive
mulu perasaan,negative
tertawatertawa bukan hp,neutral
nt samsung,positive
evos is bak,positive
rrq apa jadi restrem semua sekarang member nya,negative
semotidak onic menang juara aamiin yaallah smiling face with halo yellow heart sparkles,positive
penipuan,negative
lalu biarlah berlalu sekarang lh saatnya evos is bakk,negative
bilang aje iri tidak dapet hp,negative
jam brpa,negative
ma,positive
yokk alter egoe juaraa bismillahirrahmanirrahim,positive
weitss tidakusah ketauan samsung sejutaan,negative
anak ayam,negative
kebanyakan bacot tidak mpl yaa,negative
tidakss,negative
buru pamit,negative
iri bilang isinya oppo,negative
alter ego bakal buka puasa,negative
gocap alter ego nih,negative
redeem dimanaa,neutral
rrq malter egon jam brp,positive
evos sentidakja ntidaklah sama alter ego soal nya tidak ntidaklah ntar evos punya m series,neutral
fans rrq masi denial onic sejago rrq skrg masi inget tidak s onic dikatain kingdom lmao,positive
winking face with tongue backhand index pointing up,neutral
spam lama,negative
onic kesayantidakn mobile legendsbb padahal banyak fans nya rrq,positive
yuh ndang mulai,negative
hp gw spek nya diatas samsnug,neutral
tu ju h,positive
kpan mulai,negative
alterego go go go,positive
host talter egoe,negative
kabanyakan judol mpl,negative
dukung alter egoe,positive
bilang lama lihat jadwal mulai matchnya lah,negative
evos evos evos,negative
sepii,positive
lamaalamaa,positive
lah belum mula,negative
malter egon jamber,neutral
bilang lama sabar napa jam,negative
lama,negative
rrq skin m,positive
tidak lolos playoff tidak ajak,negative
epos is bag,negative
setintidakn parahh,negative
lamaa,positive
spamm lama,negative
lamaa woy,positive
tidaksabar nonton rrq jam,negative
setentidakh jam lgi mulai,negative
alter ego dulu bukanlah sekarang intidakt alter ego juara red exclamation mark red exclamation mark,negative
alter ego juara season,negative
onic aningood tidakme,negative
woyy,positive
sejam anyink,negative
lamaa woyy,positive
sabar makanya,positive
rrq skin claude m,neutral
abis maghrib aja sekalian mulai nya,neutral
anjai sidai,neutral
lama woi,positive
mulai jam,neutral
lah lama banget,negative
yuk alter egoe,negative
masihh lama jirr loudly crying face loudly crying face,negative
bilang lama bego,negative
nino mode serius jangn main loh,negative
konoha,positive
rrq jadi restream aja jantidakn main mpl pemainnya,negative
jam mulainyaa,positive
jadi orang tuh jantidakn dongo dah match nya kapan mulai mikir begoo,negative
info nobar bali dong,positive
katakan pd dunia evos back,negative
jam kurang,negative
nama tuhan yesus all in alter ego selama penantian panjang,negative
alter ego yuk,negative
fans baik diam,negative
tidakss ken,negative
yak semotidak,negative
alter ego bakal buka puasa hari dentidakn alek menjad final mvp,neutral
kata lucu rrq goa face red droopy eyes,neutral
skin m rrq nanang,neutral
laama woy,positive
adohh lamonyoo,negative
mikir lh udh dikasih waktu buat nonton waktu buat sponsor byk banget ngeluh lama kalau tidak gini ntidakpain brand kasih sponsor kalau tidak tampilin,negative
lamaa,positive
rrq koncet,neutral
moderator kerja keras,positive
lama co bubar aja mpl,negative
bilang lama bego,negative
astatidak menit tertawaqkw,negative
menit,positive
alter ego next champion,negative
luamaa,positive
main nya jam malam,negative
mulai jm setentidakh,negative
gera ombeh,neutral
lamaa aa,neutral
bosan cepat sii,negative
buat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp winking face with tongue,neutral
entah alter ego onic menang penting sama sama m,negative
bilang lama bubar aja mpl bego,negative
makanya liat jadwal mpl nama jadwalnya,neutral
bantu jadi lebih baik dentidakn mengisi link berikut,negative
samsung jelek,negative
gila lama banget jam lebih cok,negative
semotidak onic juara,negative
main nya ajam set,negative
alter ego juara yok yok,negative
alter ego lah juara bosen onic mulu,negative
sudahi yapping nya batre sisa,negative
lama lama bapa lu suruh bikin acara biar cepet jantidakn acar orang lu bilang cepet,negative
yuk keluar dulu buang data,neutral
onic alter egoe,negative
alter ego siap mengukir sejarah,negative
el el qi main mcgh,neutral
sidai,positive
ko bukan evos,negative
babahahaahahha,positive
semotidak rrq juara tertawa,neutral
kasian pake kuota tertawatertawa,neutral
astagfirullah,negative
noh menit,negative
nino mode tidur,neutral
disidai sampah kering,negative
mana nih raja setidakla raja cuman gos noob si,negative
lama menit,positive
menit,positive
woy lah,positive
lama ni ajugaood tidakme,negative
lama kali,positive
onic let s goo,neutral
timur jam cokk,neutral
m nihh,positive
lama k,positive
jantidakn beli samsung jelek,negative
all in alter ego bosen liat onic juara,negative
sama aja selesai maghriban,neutral
habis isayaa jutidak mainnya,negative
alter ego onic,negative
bilang lama minim literasi bjir udah tau waktu mulai nya aja protes,negative
ko bukan epos,negative
woilah sejam,positive
mpl edan mau magrib baru mau main,neutral
pqk pulung alhamdulillah,positive
onic jt nih,positive
lm kmbing,neutral
woi mpl lama kali,negative
lamaa banget,positive
masi jam ntidakpain,negative
lol,negative
info skor,neutral
tertawatertawa mampuss,positive
jam dentidakr yapping jir,neutral
lama mau ngobrol ngobrol dulu tidak,neutral
kingdom tapi s baru bsa juara mpl rolling on the floor laughing rolling on the floor laughing,neutral
ntidakpain buru buru,negative
lama cuk jelas cari cincin aja ama trophy yah onic lah,negative
makanya sekolah belajar ngitung jam jantidakn main doang,negative
cok,positive
lama lebay bngt bnyk acara,negative
