message_clean,sentimen
aldi taher aktertawaw,netral
yahahaa tidakda rrq,negatif
evos malter egon kejuaraan kecamatan,netral
war epic njir,negatif
kongdom anak smp tidur aja dek dek,negatif
mulai nya kapan bro,netral
team lawak,positif
req team hina,negatif
mulai jam berapa,netral
m karatan tapi kok tidak tertawatertawa kocaak,negatif
miya natidak hitam bro,negatif
rrq team hina,negatif
evos pemain bagus tapi tidak dapet tiket m,negatif
alu retri woi,negatif
udah retri tidak dapet,negatif
acara apaan,negatif
raccoon nangis goa tertawtertawaw,negatif
apalah niat nonton final mobile legendsh nonton kek gini,negatif
rerti woi,negatif
nico curang,negatif
live tidakmeplay ranked tertawawokwok,negatif
se sulit m world katanya karatan,negatif
bot semua,negatif
kapan mainyaa co,netral
jt cemilan rrq match brow jdi klau bahas nonton aq cumn ktawa si,netral
dico nya retrii,netral
disini diliat kingdom cari perhatian,negatif
iya soalnya tidak badut tertawatertawa,positif
cuma evos cuma evos punya m,netral
face orange biting nails,netral
evoss modal piala karatan duang susah kan masuk mseries,negatif
evos tidak main lgi kahh,negatif
tidakada rrq lebih tenang,positif
perbedaan rank publik player mpl,netral
tidak sabar liat juara onic,positif
finalnya jam njing,netral
rrq aib esport indo,negatif
ntah apa org mw nnton match grand final bkn tidakme ppkmmcm,netral
goow alter ego bawa fialaa,netral
m karatan,negatif
gemini my istri,negatif
king rrq,positif
rrq cuma berisik racoon jantidakn ngetik nangis,negatif
jam,netral
cuma evos punya m,netral
mpl ledies kapan,netral
entoudfams semantidakt,positif
terus rrq lu kira bakal bikin mpl rugi,negatif
masa jam,negatif
grapik mentok,negatif
karatann m,negatif
tertawa alu,positif
celiman gw semua,positif
kapan mainyaa,netral
mulai jam berapa tidakis,netral
tidakme ppk apa cepat start la,negatif
tertawa,positif
rrq ngikutin alter ego sih,negatif
tidakme apa cookk,negatif
penungood tidakmeu goa pala nya nongol,positif
this is not even onic vs alter ego bro,negatif
evos terus evos terus punya m tidak bosen apa,positif
alu beban,negatif
mana jama jam jir,negatif
dark sistem kocak alu,negatif
gelo miya pascol,netral
evoss susahh kann main internasional m karatann,negatif
udh bubarin gw mau liat final,netral
tertawatertawa alu open war,netral
jam brapa cok,netral
lucu,positif
match grand final manaa tidakme ppk,negatif
war epic,positif
rrq lawan tim gini jutidak kalah,negatif
tidakmeplay solo player ranked tertawawokwok,negatif
miya skylar muncul,netral
jam mulai,netral
war kaya gitu glory imo jokian tertawaw orang kaya duit boss,negatif
tidak seru,negatif
duhh meni lila kie,negatif
skip aja grand finalnya pialanya bakal onic jutidak,negatif
tim lu tidak piala mseries,negatif
ngelagood tidakme,negatif
jam berapa mulainya,netral
finalnya diundur besok selasa njingood tidakme,negatif
main pk tidake,negatif
rrq yatim face with tears of joy face with tears of joy,netral
lamaa bngt apaansi,negatif
belom mulai coy,negatif
rebutan tiket po rrq malah bahas tiket nonton grinning face with sweat grinning face with sweat,netral
tim lu tidak punya mseries,negatif
baru mulai,netral
host dark sistem,negatif
onic piatu,negatif
dis ain t onic and alter ego,negatif
lama menit jir,negatif
kapan woii,negatif
belum mulai alter egolah,negatif
apacoba,negatif
iya iya,netral
tidak rrq aja sbg tidakme hiburan pertama kan badut lucu tertawa,negatif
biar nonton dikit tp tidak toxic,positif
lama menit,negatif
tidak perlu tanding inimah,positif
ituu rrq,negatif
jam yaping jam pertandintidakn mpl,netral
rrq lawak,positif
rrw,netral
tertawakw,positif
juta,positif
adek racoon tidur aja,negatif
prediksi tidakme,negatif
badut m series apa,negatif
mkn tuh juara rolling on the floor laughing,positif
rrq,netral
kapan onic alter ego,negatif
face green smiling,positif
menuu,negatif
rrq,netral
ererki eyes purple crying,netral
apa,negatif
kindomg panass,negatif
mulu volcano green lava orange,netral
buset,negatif
tidakda rrq penonton nya cuma sepi smirking face pinching hand,negatif
asis herell,negatif
jagoan fani gua,positif
rrq yatim,negatif
face blue wide eyes,netral
rrq badut m series,netral
apaan cookk,negatif
tidak lolos playoff loudly crying face rolling on the floor laughing,netral
jam yaping jam pertandintidakn mpl,netral
goa nomor,netral
datang beli tiket katanya tiketnya tidak laku rolling on the floor laughing rolling on the floor laughing,negatif
rrq evos,netral
hero secret skylar muncul,netral
rrq kepanas an pojok,negatif
klasemen rrq,netral
block aja racoon cat with tears of joy,negatif
u,positif
apa rrq,negatif
apa,negatif
yahh gw tidak kesana jadinya tidak dapet,negatif
rrq mobile legendsbb trophy international,netral
lama banget,negatif
hmm,positif
woy lh,negatif
alu kill hand,negatif
badut m series clown face,netral
main jm berapa gren final,netral
alter ego jantidakn lupa menang,negatif
datang sonic champs bayaran dikira dunia cuma kingdom,negatif
tidakda rrq penonton nya sepi smirking face pinching hand,negatif
alunya woyy rolling on the floor laughing rolling on the floor laughing,netral
bot banget kek evos face blue smiling,negatif
tidak ntidakruh sama ranking fifa,positif
wakakak,positif
lama mpl,negatif
sanz tidakda bapak,negatif
acara nobarpun good tidakme ad pihak tim pelit streamer koar koar beras lumpuh sbelah masi perdebat,negatif
lama jam,negatif
rrq kapan main,netral
afa iya face blue smiling,netral
comeback tertawa,positif
tidak ntidakruh sama rantidaking fifa menang,positif
hahahahahahahaha,positif
tidak sepi kok,positif
belom mulai yak,negatif
tertawa,positif
blunder semua v,negatif
inii bencanaa,negatif
jdwal iam mact jam kocak mpl,netral
sanz buset,negatif
sepi lah pinter mulai aja belum cil,negatif
afa iya face blue smiling,netral
gelo,negatif
percaya tidak alter ego menang,negatif
bapak main mobile legends,netral
gila nunuuye,negatif
kpn mulai woy,negatif
sini gua aj malter egon alu,negatif
onik jam berapa,negatif
boomer main,negatif
fanny poke,negatif
lama matchnya,negatif
muyal jm brph bos,netral
hero secret skylar tidaksabar nih,negatif
kapan onic vs rrq,netral
inikapan mulai,negatif
jamberapa,negatif
raccoon bakik goa aja sana,netral
tidak rrq tidak kiamat rolling on the floor laughing,positif
bot,negatif
no rrq no drama,negatif
mulai,netral
tidakje,positif
fanny nya lucu,positif
alter ego tidaks kann,negatif
jantidakn cari tidakada,negatif
face red heart shape,netral
menang onic vs alter ego ngelawan rrq,netral
kapan woyy,netral
sanz tidakda bapak yahaha,negatif
yappingood tidakme,negatif
lama jir,negatif
by one,netral
jam matchnya,netral
lama woii,negatif
no rrq mpl sepii,negatif
lama banget anj,negatif
cuma indo parte tmbhn,netral
sayaahronic,positif
jam brpa mulai,netral
lama yapping,negatif
langsung alter ego min malter egon,negatif
bubar bubar,negatif
jikapun nnt tembus jt amal kingdom buat streaming,netral
rrq lawakk,positif
semua tidakra jule,positif
bubar,negatif
lammaa,positif
mulai nya jam woyy,netral
tidakusah nntn,positif
yth kongdom mana,netral
tantidakap sayhroni skarenag,netral
kapan main,netral
onic juara tidak perubahan udh kek litidak ingris,positif
rrq tetap ramaii,positif
rrq tukang ngcilik,negatif
jam kocak,positif
epic epic,positif
bubar aja udh,negatif
rrq malter egon jam berapa,negatif
sabar kocak jadwal jam set jutidak,positif
harusnya sblum mulai kasih match sepuh kaya r rekt lah vs biar seru,positif
kebanyakan yapping,negatif
nt cendy,positif
kingdom banyak karbitan,negatif
jam berapa cok finalnya,netral
cih,negatif
langsung kasi pialanya onic,netral
ez,positif
tlph juara m series,positif
rrq main jam berapa,netral
rrq main grandfinal kecamatan,netral
paling mulai draf nya,netral
lama lama lama,negatif
lama lama lama lama,negatif
tertawaw ntidakntuk,negatif
cair cair,positif
final jam,netral
cendol,positif
bohong cendi,negatif
nt cendy save cendy,netral
lama woy,negatif
lamaa annjugaood tidakme,negatif
gimick,positif
jam set baru mulai kingdom,netral
ajuga opet,negatif
mulai nya lu jam segini udh sini ntidakbisin kuota,negatif
lb,positif
janji nya jam tapi masi bnyk omong,negatif
kirain ketingood tidakmealan tnyta blm main,negatif
up purbaya,positif
mainnya jam bang,netral
biasanya nonton jutaan rolling on the floor laughing,netral
yaping tetus,positif
lb satset,netral
diam diam lama lama lama,negatif
buzzer,negatif
onic main jam cuyy,negatif
ponic poke,positif
dico dark sistem,netral
thumbs up,netral
sekelas samsung fun match nya orang orang ginian grinning face with sweat,positif
penyepung handal,positif
langsung sajaa alter ego jt nihh,netral
congrats alter ego piala mpl pertamanya,positif
ayok remacth king onic,netral
blum dateng pemain nyaa,negatif
lama indo indo,negatif
good tidakme,positif
tidak seru,negatif
sempat maghrib bru berisik main nya,negatif
apa ha,negatif
alter ego ready to m good luck for team,positif
onic all in tidakes yahh,negatif
apa coba tertawatertawa,negatif
alter ego jt nih tampung lah,negatif
buset dah lama mulai nya,negatif
lama tidak seru,negatif
this is alter ego timee boyy,netral
langsung,positif
face with sayambols on mouth,netral
mulai jam berapa ges,netral
mainnya jam set lol,netral
selama ucihaa tidak bakal juara ktertawatertawakwmw,negatif
apaan tau tertawatertawaw,negatif
cpt,negatif
miskin lama,negatif
when yah punya hp gitu,netral
jt onic,netral
alter ego jt sini,negatif
kalau udah main pastikan satu juta bang,netral
jt onic nih,negatif
king alter ego ayo remacth king onic rebutan piala mpl indo beaming face with smiling eyes,netral
tidakguna tidakada denger,negatif
brp brp woi,netral
onic tapi semotidak alter ego lama m,negatif
apasih tertawatertawa,negatif
onic pulang catat eyes purple crying,netral
si sendy ntidakpain,netral
jt onic,netral
tandai gue kink alter ego menang,negatif
onic jt sini winking face with tongue backhand index pointing up,netral
onic pastii menangood tidakme,positif
dana,netral
waww hahaha keren keren,positif
akirnya ler antidakat piala face with hand over mouth,netral
jam berapa tandingnya,netral
yappyy,positif
engood tidakmea kaya mplph indo no good,negatif
undang veteran mobile legends kek fun match apa tertawaktertawaw,netral
oi sendi,positif
suka buang data penonton,negatif
dah mulai blm p,netral
huu apa cb,negatif
buang masa,negatif
cari lawan disini onic jutq,negatif
kasih aja piala m nya tlph,netral
go oinc,netral
banyak ngomong lama banget,negatif
onic jt tidaksken sini,negatif
uan onic cuma satu uara mpl uara m,netral
samsung enk banget jujur buat tidakme sinyal kuat perfmanya good tidakme banget,positif
ngukir sejarah kalau menang alter ego karna tidak pernah petidakng piala rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positif
ntidakpain,negatif
evos udh nungood tidakmeuan final tertawatertawaw,netral
brp brp ni,netral
onic semantidakt,positif
bacot mainin final nya,negatif
alter ego sama sonic kapan,negatif
alter ego siap kalah lawan onic,negatif
onik kasih alter ego juara dong,positif
gopay,negatif
lama,negatif
onic tampung,negatif
juta aku pilih onic,netral
stayhome,positif
allah semotidak onic menang aku serahkan doa ku entidakau allah,positif
motidak alter ego hokinya belum habis,negatif
ketahuan cari berasnya hahaha,negatif
lama eu,negatif
tevos udh nungood tidakmeuan final,positif
selama aada ucihaa kairi tidak bakal juara m seriess ktertawaktertawa,netral
kapan main wok alter ego onic,netral
rrq final rolling on the floor laughing rolling on the floor laughing,netral
jt alter ego,negatif
yapping mulu lama,negatif
tidak peduli oi lahh face red droopy eyes,negatif
lanjut tidak kelamaan nih yapping nya,positif
lets go alter ego lu,negatif
kapan sih main,netral
alamakk lamanyoo,positif
tidakbutuh yapping buruan mulai,netral
banyak oknum memecah belahkan sonic elfamilia guys,negatif
mulainya jam woi,negatif
rrq vs onic,netral
alter ego siap kalah lawan onic face blue smiling,netral
this is alter ego,negatif
lasung tidakme play tidak,negatif
lama lamain,negatif
yeeyy menangood tidakme selamaat,positif
udh kash alter ego percaya tidak alter ego menang,negatif
paling tidakmenya suruh lama,negatif
anjay,negatif
tidak dukung sia,positif
jam la gi,netral
face purple crying lamaa,negatif
bosen bos banyak cakap,negatif
bilang lama baca jadwal gblk mulai jam,negatif
yapping tross,negatif
tidak butuh yapping min,netral
jam mainnya,netral
sebenarnya manusia harimau,negatif
mana tadi bilang alter ego sini gua onic,negatif
goo onic shushing face backhand index pointing up,netral
lama nyaa,negatif
yok alter ego dulu tidak sih bang juara,negatif
kebanyakan ngoceh,negatif
jam perjalanan teamnya,netral
uciha kairii kalau lawan ph pastii bapukk ktertawatertawaktertawaw,netral
go go alter ego,negatif
tidak dukung siapa karenaa sesama,negatif
catat onic menang,positif
alter ego nihh ayo,negatif
lamaa,negatif
blm mulai,negatif
main nya jam brp,netral
tidur siang dulu cil,netral
mainya,positif
alter ego juara gua botak,negatif
mandi oi,netral
cendy siapa alter egoron ni bos,negatif
penyepong samsung,negatif
alterigo jt,netral
onic vs siapa,negatif
kebanyakan produk sponsor buruab mulai,negatif
onic sih gua,negatif
calter egor calter egor calter egor calter egor,netral
siapa,negatif
catat alter ego menang,netral
promoo doang,negatif
howak,negatif
rrq mah,positif
uan alter ego jadi uara season onic mau uara mpl uara m,negatif
buzer samsung yapping,netral
bocil udah jago nyepung ye,positif
alter ego onic,negatif
jadi intidakt sama promosi buts rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,netral
good tidakmemu,positif
buzzer samsung yapping,netral
catat alter ego menang jt alter ego,netral
onic jt,netral
rapsky meningood tidakmeal catat face blue smiling,netral
kalah menang aku tetap dukung onic onic selalu hati,positif
gua dukung menang,positif
onic menang no debat,negatif
coba kalian tonton dh buts pake samsung rolling on the floor laughing,netral
kapan mulai nya,negatif
cepat woy,negatif
rrq mana udah kalah habis posisi cat with tears of joy cat with tears of joy,negatif
main jam brpa,netral
alter ego ready to m,netral
kebanyakan ngober,negatif
rrq m,netral
lamaa,negatif
awaas skaylar mbapuk go alter ego tertawakw,negatif
hp isinya,netral
waktunya rrq bukan onic,netral
cepat lah,positif
relieved face,positif
main jam berapaa,netral
tragedi tlph tidak sih alter ego,negatif
alter egoo,negatif
jam mulai nyaa,netral
ynwa,positif
woilah cik cat with tears of joy,netral
nabati isintidak sama teh pucuk,netral
cepatlah tidak sabar liat onic juara,positif
ujan wokk cat with tears of joy cat with tears of joy,negatif
ngejek rrq kek bocil,negatif
alter ego juara fix,positif
nabati isintidak sama teh pucuk,netral
mna king evos,netral
evoss malter egon jam berapa,netral
bosen litidak tani,negatif
kpn mulainya oyy,netral
jam bang,netral
w samsung,netral
nonton cuma k rrq tidakmain,negatif
kpn mulainya,netral
lama kebanyakan gimmic,negatif
huh lama,negatif
sudahi yapping nya batre sisa loudly crying face,netral
sentidakja alter ego kasi kalah biar pelajari gem play onic,negatif
bosen wuu,negatif
nabati isinya sama teh pucuk,netral
alter ego go go go,netral
kiri tidakusah malter egon mobile legends jatidak parkir aja,negatif
kapan mulai,negatif
match papan bawah,positif
tlph mukbang landak,netral
ban pdip,netral
onic fokus m aja tolongs,negatif
alter ego in,negatif
buruan bangs,positif
oi,positif
tidakis mainnya,negatif
langsung kasih piala airairqiu squinting face with tongue backhand index pointing up,netral
indo kelamaan,negatif
what time is it,positif
jam berapa mulai nya,netral
ngober mulu,negatif
rrq main pnntnya biasa juta,negatif
goo onic,positif
alter ego mengehentikan petani mpl catat red exclamation mark red exclamation mark,netral
lama,negatif
sekarang lgi yapping sana sni dlu,negatif
alter ego in m,netral
onic juara,positif
lama oi,negatif
in bukan mpl ph mpl indo bnayk drama,negatif
onic ktemu btr,netral
raja kok tidak lolos playoff,negatif
onik,negatif
habis juara mpl juara m,netral
buru napa,negatif
go go alter ego,negatif
gua onic id m,netral
info rrq main jam berapa,netral
matchnya jam berapa guys,netral
titidak kata lucu evos is back,netral
onic m,netral
kapan mulainya,negatif
alter ego walk out rrq in awotertawao,netral
sabar jam setentidakh enam woy,positif
skor match,netral
buat nanya rrq rrq persiapan m lewat jalur snbp cat with tears of joy,netral
kebanyakan yapping mpl id pler,negatif
lama jantidakn lama,negatif
lama nihh,negatif
lah kok match nya belum mulaii,negatif
alter ego juara bosen litidak tani,negatif
apaan coba,negatif
rrq mainnya kapan,netral
bismilla,netral
goo onic,positif
mulainya jam jam lewat gitu tidaksi kek biasanya,netral
perkiraan,netral
rrq match brpa,netral
alter ego juara bosen litidak tani,negatif
blom mulai aja udh keliatan onic antidakat piala,positif
ayoo rrq,positif
samsung terbaik,positif
gokil,positif
kok aku kemarin ngood tidakmeak liat rrq,negatif
alter ego ni,negatif
kayak kemaren nih mulainya jam wib grinning squinting face thumbs up thumbs up,netral
cepat dikit,positif
kebanyakan supporter rrq bilang onic pulang padahal rrq tidak lolos,negatif
jelas alter ego mengukir sejarah hari,positif
ayolah,positif
smiling face backhand index pointing up,netral
wel,positif
samsung tidaklaxy s ultra ngefremm,netral
indo tidak tu tepat waktu,negatif
alterego mengukir sejarah,positif
evos is back haha tertawatertawatertawa lucu,positif
dos wedos aku penyok,negatif
mulai jam,netral
dpt hadiah plintidakn beli discont,netral
aku jua mau s fe,netral
bukan buzzer namanya promo lagian smsung support mpl kok,netral
yaping,positif
evoss panas,negatif
evos,positif
penuhin komentar dentidakn,negatif
jam berapa cok,netral
viva rrq,netral
bang rekomendasi hp,netral
evos panas,negatif
baju putih mirip kars,netral
kok lama,negatif
rrq mimpi masuk m,netral
evos lama,negatif
lama mpl kon,negatif
ayoo tidak bakal takut biarpun bully,positif
samsung ngeframe jir,netral
udah malter egon,negatif
jam mulai,netral
laki normal foto jempol rolling on the floor laughing,netral
langsung aja kasih onic,netral
goa pantau stage mpl nihh,netral
macannya jadi kucing,negatif
sesuai spoiler guys onic bakal juara,positif
bot a,negatif
kpn mulai bang,netral
samsung hp nya bagus tidak ngeframe,negatif
jam rrq main,netral
kumarr,positif
aftidakn ncan kehed,negatif
lama cok main,negatif
sudahi yapping nya dong loudly crying face backhand index pointing up,netral
cuma menghayal rrq masuk m,negatif
sepii penontonnya,negatif
goa pantau nihh hahaha,positif
samsung ngeframe siapa suru beli samsung sejutaan,negatif
vc c vs nk cg cc bh bngn,netral
ell kumarr,positif
goo alter ego alter ego goo,netral
msi lama jir,negatif
evos masuk goa,negatif
wib baru mula,netral
kelamaan woi,negatif
q,positif
jam lewat cokk mainnya gf,netral
samsung hpnya bagus tidak ngeframe,negatif
lame,negatif
bismillahirrahmanirrahim alter ego juara,positif
hape buat tidakming samsung,netral
baxia masuk rumput,negatif
onic,positif
perthankan nya smpai m guys,positif
sue,negatif
on,positif
dj alex kunci alter ego,netral
tertawaaktertawawak,positif
woi hero gua struk cok,negatif
kingdom nangis season,negatif
alter ego juara red exclamation mark red exclamation mark,netral
kata lucu tidakda pake onic,negatif
alter ego nih,negatif
rrq sepi dekk,negatif
gogo onic,negatif
belum mulai udah inpo skor dong,negatif
ipos main jam berapa,netral
evos panas kalah sama alter ego,negatif
onic winking face with tongue,netral
yapinh,positif
yve tangerang,netral
berapa matchnya,netral
evos bertahun m seris msna,netral
ipos main jam berapa,netral
ngespam antidaka jir loudly crying face,netral
evos ntidakrep grand final lawak,netral
ip enak,positif
komen kelamaan emng msh lama kocak mainnya ciill,negatif
alekk mengukir sejarah,positif
lama su,negatif
hugood tidakmeing face backhand index pointing up,negatif
evos kocak,positif
lawakan apa,negatif
bima jmbd,netral
sepi lah mainya aja jam malam,negatif
alter ego juara bosen litidak tani,negatif
mulai nya jam malam,netral
jam berapa mulai,netral
semantidakt,positif
jugan mimpi dek mau,negatif
alter ego juara,positif
tidakme nya lama cok,negatif
bismillah,positif
kode reedem zoaazzmkkna,netral
pkb mendukung alterego,netral
evos panas squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue squinting face with tongue,netral
kocak onic,positif
go go go,positif
rrq jam berapa,netral
onic,positif
lamaa anying,negatif
alter ego juara bosen litidak tani,negatif
bissmillah goo onic,positif
gw tandain lu bang cendy tertawatertawa,netral
onic selalu,positif
please remehin onic biar menang,negatif
sheess,positif
anic,netral
mpl id udah tidak ntidakngood tidakmeep rrq mending bubarin aja rrq sampah,negatif
alter ego go go goo,netral
malter egonnya jam woii,negatif
start wib,netral
bissmillahh onic,positif
l,positif
alter ego juara bosen litidak tani,negatif
mau menang mau kalah alter ego selalu hati,negatif
tebak skor ges,netral
o,positif
lama tasa ngomong,negatif
n,positif
kebayakan iklan kayak sinetron indosiar,negatif
lama anjuga,negatif
alter ego menang,negatif
i,positif
alter ego siap mengukir sejarah,positif
c,positif
semua predik alter ego waduh bahaya ni pasif onik keluar bakal buntidakam semua ni mulut org org,negatif
ayo ambil,netral
mending onic lawan rrq dri pda lawan alter ego,negatif
alter ego phokee wokk mana menang,negatif
dothefive,positif
apa diliat co,negatif
main jam kaahh,negatif
bismillah,positif
dapet apa bang,negatif
amin,positif
alter ego onic go go go,netral
skin banyak kemarin evos is back sekarang anterego,negatif
woi cil mainnya emng jam wib ntidakpain ngomel bilang kelamaan,negatif
baca chatku bg,netral
tiba tiba cendol jing,negatif
iya jam,netral
dukung menang aja,positif
evos m series goa bareng rrq rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,netral
dapet skin balmond sanrio jirr,positif
jam brpa sih mulai nya bang,netral
kapan main botakss,negatif
jambet main,negatif
alter ego menang,negatif
jamber main,negatif
lesgo aalter egoe,netral
bismillah alter ego juara,positif
botak mainin,negatif
jam berapa inii,netral
jam berapa mulaii nya,netral
king alter ego nih bos,negatif
ayo dukung alter ego bosen litidak tani tidak si,negatif
onicv,positif
king evos udh final,netral
jam brp mulai,netral
info rrq main jam brp,netral
kebanyakan yapping lol,negatif
jam berapa mainnya wee,netral
bocil evos karbitan banyak ternyata yah sampe ngood tidakmea terima kalau rrq diundang gof juara internation tapi rrq kelas dunia,positif
feeling sih alter ego menang nih,negatif
lama sat,negatif
sepii,negatif
face blue smiling,netral
for onic,positif
bismillah onic menag palms up together,netral
jawaban nya,positif
elter ego go go go,netral
mah,positif
mah,positif
mah,positif
mah,positif
mah,positif
mah,positif
lamaa kalii,negatif
tidakme paling lama indonesia tertawatertawakw,negatif
bang,positif
kata lucu tevos m,netral
tidakme starting time,negatif
ffd eon,negatif
lama nya,negatif
jm berapa main yh bg,netral
mah,positif
mah,positif
rrq lwan apa nh,negatif
yapping mula et dah,netral
mainnya entar wib,netral
znbvhdbx,positif
buat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp cat with tears of joy,netral
mh,netral
mh,netral
jam brp mulainya bang,netral
evos kemarin sentidakja ntidaklah biar alter ego ngerasain grand final kasiann,negatif
kata lucu ipos is bakk,negatif
silit,negatif
pentidaklihan isu tetap kawal,positif
alter ego,negatif
langsung kasih aja pialanya onic,netral
apaan dulu malter egon fun match,negatif
face vomiting,positif
cepaat,positif
cepat woy mie gw keburu abis nih,negatif
lama banget loudly crying face loudly crying face,negatif
onic,positif
lama bener,negatif
andryjunianto pendukung pepequ,netral
alter ego,negatif
kan jam jadwal jelas jam tidak usah berisik,positif
skrg rrq digoa dlu rrq suka banget cencengin onik pas s skrg dmna lo rrq,positif
pepequ m,netral
makin besar tim makin banyak pengusik,netral
inget cuman evos punya mserie,netral
start the tidakme,negatif
onic juaranya tau tidak lhu,positif
kelamaan yaping kasih aja piala nya onic,negatif
alter ego god god god,negatif
onic,positif
rrq kemanaa,negatif
setintidakn,positif
rrq jam berpa,netral
tauu aja gw iri,negatif
dlu onic menang s dikatain tidak pantes sama fans ererqi skrg rrq wlee,negatif
orang sendiri mah,negatif
hari orang orang zalim berkata tuhan hilantidakanlah siksaan beriman,negatif
kelamaan,negatif
halah hoax org dalem,negatif
kata lucu evos is bakk,negatif
ketik alterchamp,netral
scamm,negatif
viva babadut,netral
onic bakal dipress,netral
ud tidaks aja mainya,negatif
kebanyakan yapping doang,negatif
isinya hp oppo tertawa,negatif
mulai tidakmenya kan,negatif
go baby,positif
evos is baok,negatif
lamaa mgebosenin ni pembawa acara orang,negatif
jam keknya mulai draft rolling on the floor laughing,netral
yappingood tidakme mulu,positif
alter ego bakal buka puasa hari,netral
kok samsung,negatif
winking face with tongue backhand index pointing down,netral
ordal tertawa,positif
jtidak orangnya jtidak,negatif
mulu perasaan,negatif
tertawatertawa bukan hp,negatif
nt samsung,netral
evos is bak,negatif
rrq apa jadi restrem semua sekarang member nya,negatif
semotidak onic menang juara aamiin yaallah smiling face with halo yellow heart sparkles,positif
penipuan,negatif
lalu biarlah berlalu sekarang lh saatnya evos is bakk,negatif
bilang aje iri tidak dapet hp,negatif
jam brpa,netral
ma,positif
yokk alter egoe juaraa bismillahirrahmanirrahim,netral
weitss tidakusah ketauan samsung sejutaan,positif
anak ayam,negatif
kebanyakan bacot tidak mpl yaa,negatif
tidakss,negatif
buru pamit,netral
iri bilang isinya oppo,negatif
alter ego bakal buka puasa,netral
gocap alter ego nih,negatif
redeem dimanaa,negatif
rrq malter egon jam brp,negatif
evos sentidakja ntidaklah sama alter ego soal nya tidak ntidaklah ntar evos punya m series,netral
fans rrq masi denial onic sejago rrq skrg masi inget tidak s onic dikatain kingdom lmao,negatif
winking face with tongue backhand index pointing up,netral
spam lama,negatif
onic kesayantidakn mobile legendsbb padahal banyak fans nya rrq,negatif
yuh ndang mulai,negatif
hp gw spek nya diatas samsnug,netral
tu ju h,netral
kpan mulai,netral
alterego go go go,netral
host talter egoe,netral
kabanyakan judol mpl,negatif
dukung alter egoe,negatif
bilang lama lihat jadwal mulai matchnya lah,negatif
evos evos evos,netral
sepii,negatif
lamaalamaa,negatif
lah belum mula,negatif
malter egon jamber,negatif
bilang lama sabar napa jam,negatif
lama,negatif
rrq skin m,netral
tidak lolos playoff tidak ajak,negatif
epos is bag,netral
setintidakn parahh,negatif
lamaa,negatif
spamm lama,negatif
lamaa woy,negatif
tidaksabar nonton rrq jam,netral
setentidakh jam lgi mulai,netral
alter ego dulu bukanlah sekarang intidakt alter ego juara red exclamation mark red exclamation mark,netral
alter ego juara season,positif
onic aningood tidakme,negatif
woyy,negatif
sejam anyink,netral
lamaa woyy,negatif
sabar makanya,positif
rrq skin claude m,netral
abis maghrib aja sekalian mulai nya,netral
anjai sidai,negatif
lama woi,negatif
mulai jam,netral
lah lama banget,negatif
yuk alter egoe,netral
masihh lama jirr loudly crying face loudly crying face,negatif
bilang lama bego,negatif
nino mode serius jangn main loh,negatif
konoha,positif
rrq jadi restream aja jantidakn main mpl pemainnya,netral
jam mulainyaa,netral
jadi orang tuh jantidakn dongo dah match nya kapan mulai mikir begoo,negatif
info nobar bali dong,netral
katakan pd dunia evos back,netral
jam kurang,negatif
nama tuhan yesus all in alter ego selama penantian panjang,netral
alter ego yuk,netral
fans baik diam,negatif
tidakss ken,negatif
yak semotidak,positif
alter ego bakal buka puasa hari dentidakn alek menjad final mvp,netral
kata lucu rrq goa face red droopy eyes,netral
skin m rrq nanang,netral
laama woy,negatif
adohh lamonyoo,positif
mikir lh udh dikasih waktu buat nonton waktu buat sponsor byk banget ngeluh lama kalau tidak gini ntidakpain brand kasih sponsor kalau tidak tampilin,negatif
lamaa,negatif
rrq koncet,negatif
moderator kerja keras,positif
lama co bubar aja mpl,negatif
bilang lama bego,negatif
astatidak menit tertawaqkw,negatif
menit,netral
alter ego next champion,netral
luamaa,positif
main nya jam malam,netral
mulai jm setentidakh,netral
gera ombeh,negatif
lamaa aa,negatif
bosan cepat sii,negatif
buat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp winking face with tongue,netral
entah alter ego onic menang penting sama sama m,negatif
bilang lama bubar aja mpl bego,negatif
makanya liat jadwal mpl nama jadwalnya,netral
bantu jadi lebih baik dentidakn mengisi link berikut,netral
samsung jelek,negatif
gila lama banget jam lebih cok,negatif
semotidak onic juara,positif
main nya ajam set,netral
alter ego juara yok yok,netral
alter ego lah juara bosen onic mulu,negatif
sudahi yapping nya batre sisa,netral
lama lama bapa lu suruh bikin acara biar cepet jantidakn acar orang lu bilang cepet,negatif
yuk keluar dulu buang data,negatif
onic alter egoe,negatif
alter ego siap mengukir sejarah,positif
el el qi main mcgh,netral
sidai,positif
ko bukan evos,negatif
babahahaahahha,positif
semotidak rrq juara tertawa,positif
kasian pake kuota tertawatertawa,negatif
astagfirullah,negatif
noh menit,netral
nino mode tidur,netral
disidai sampah kering,negatif
mana nih raja setidakla raja cuman gos noob si,negatif
lama menit,negatif
menit,netral
woy lah,negatif
